"","Fiscal.Year","SinceFirstFiscalYear","Pricing.Mechanism.sum","SubCustomer.component","ATLpolicy","Obligation.2014"
"318",2008-09-30,1.58356164383562,"Time/Mat.","Army","YOUNG",0.287144936355748
"319",2008-09-30,1.58356164383562,"Time/Mat.","Navy","YOUNG",0.0794597735032538
"320",2008-09-30,1.58356164383562,"Time/Mat.","Air Force","YOUNG",0.173007109707158
"321",2008-09-30,1.58356164383562,"Time/Mat.","DLA","YOUNG",0.0136557140455531
"322",2008-09-30,1.58356164383562,"Time/Mat.","MDA","YOUNG",0.00132104121475054
"323",2008-09-30,1.58356164383562,"Time/Mat.","Additional
DoD
Components","YOUNG",0.0427660314967462
"324",2008-09-30,1.58356164383562,"Unlabeled","Army","YOUNG",-0.0056720462472885
"325",2008-09-30,1.58356164383562,"Unlabeled","Navy","YOUNG",0.0896694067787419
"326",2008-09-30,1.58356164383562,"Unlabeled","Air Force","YOUNG",0.00126563607375271
"327",2008-09-30,1.58356164383562,"Unlabeled","Additional
DoD
Components","YOUNG",-0.000118094934924078
"328",2008-09-30,1.66849315068493,"Combination","Army","YOUNG",0.511348031203904
"329",2008-09-30,1.66849315068493,"Combination","Navy","YOUNG",0.229844549295011
"330",2008-09-30,1.66849315068493,"Combination","Air Force","YOUNG",0.0527569518655098
"331",2008-09-30,1.66849315068493,"Combination","DLA","YOUNG",0.0400645824295011
"332",2008-09-30,1.66849315068493,"Combination","MDA","YOUNG",0.0109969696312364
"333",2008-09-30,1.66849315068493,"Combination","Additional
DoD
Components","YOUNG",0.124369991681128
"334",2008-09-30,1.66849315068493,"Cost+","Army","YOUNG",0.474815496138829
"335",2008-09-30,1.66849315068493,"Cost+","Navy","YOUNG",0.605498445726681
"336",2008-09-30,1.66849315068493,"Cost+","Air Force","YOUNG",0.485548859642082
"337",2008-09-30,1.66849315068493,"Cost+","DLA","YOUNG",0.00125221800433839
"338",2008-09-30,1.66849315068493,"Cost+","MDA","YOUNG",0.0490357776572668
"339",2008-09-30,1.66849315068493,"Cost+","Military
Health","YOUNG",-0.000194027754880694
"340",2008-09-30,1.66849315068493,"Cost+","Additional
DoD
Components","YOUNG",0.179189524685466
"341",2008-09-30,1.66849315068493,"Fixed","Army","YOUNG",5.73233253792842
"342",2008-09-30,1.66849315068493,"Fixed","Navy","YOUNG",2.18002214624729
"343",2008-09-30,1.66849315068493,"Fixed","Air Force","YOUNG",1.52711986181128
"344",2008-09-30,1.66849315068493,"Fixed","DLA","YOUNG",3.6138844424295
"345",2008-09-30,1.66849315068493,"Fixed","MDA","YOUNG",0.00244194156182213
"346",2008-09-30,1.66849315068493,"Fixed","Military
Health","YOUNG",4.79212039045553e-05
"347",2008-09-30,1.66849315068493,"Fixed","Additional
DoD
Components","YOUNG",0.700862235845987
"348",2008-09-30,1.66849315068493,"Time/Mat.","Army","YOUNG",0.564273740574837
"349",2008-09-30,1.66849315068493,"Time/Mat.","Navy","YOUNG",0.0653135552169197
"350",2008-09-30,1.66849315068493,"Time/Mat.","Air Force","YOUNG",0.250196441258135
"351",2008-09-30,1.66849315068493,"Time/Mat.","DLA","YOUNG",0.00613111868763557
"352",2008-09-30,1.66849315068493,"Time/Mat.","MDA","YOUNG",0.000198125813449024
"353",2008-09-30,1.66849315068493,"Time/Mat.","Additional
DoD
Components","YOUNG",0.0343334720932755
"354",2008-09-30,1.66849315068493,"Unlabeled","Army","YOUNG",-0.00702201644251627
"355",2008-09-30,1.66849315068493,"Unlabeled","Navy","YOUNG",0.0156677065726681
"356",2008-09-30,1.66849315068493,"Unlabeled","Air Force","YOUNG",-0.000338502928416486
"357",2008-09-30,1.66849315068493,"Unlabeled","DLA","YOUNG",0
"358",2008-09-30,1.66849315068493,"Unlabeled","Additional
DoD
Components","YOUNG",0.000243494490238612
"359",2008-09-30,1.75068493150685,"Combination","Army","YOUNG",0.610577896149675
"360",2008-09-30,1.75068493150685,"Combination","Navy","YOUNG",0.306930988275488
"361",2008-09-30,1.75068493150685,"Combination","Air Force","YOUNG",0.0798827812364425
"362",2008-09-30,1.75068493150685,"Combination","DLA","YOUNG",0.0530437635574837
"363",2008-09-30,1.75068493150685,"Combination","MDA","YOUNG",0.0117275931778742
"364",2008-09-30,1.75068493150685,"Combination","Military
Health","YOUNG",8.95444685466377e-05
"365",2008-09-30,1.75068493150685,"Combination","Additional
DoD
Components","YOUNG",0.118768211062907
"366",2008-09-30,1.75068493150685,"Cost+","Army","YOUNG",1.22476770798265
"367",2008-09-30,1.75068493150685,"Cost+","Navy","YOUNG",1.82605431852495
"368",2008-09-30,1.75068493150685,"Cost+","Air Force","YOUNG",0.559932816409978
"369",2008-09-30,1.75068493150685,"Cost+","DLA","YOUNG",0.000670688720173536
"370",2008-09-30,1.75068493150685,"Cost+","MDA","YOUNG",0.0440272700650759
"371",2008-09-30,1.75068493150685,"Cost+","Additional
DoD
Components","YOUNG",0.107883612895879
"372",2008-09-30,1.75068493150685,"Fixed","Army","YOUNG",7.10094936123644
"373",2008-09-30,1.75068493150685,"Fixed","Navy","YOUNG",2.58390567780911
"374",2008-09-30,1.75068493150685,"Fixed","Air Force","YOUNG",1.03506496625813
"375",2008-09-30,1.75068493150685,"Fixed","DLA","YOUNG",2.18156347855748
"376",2008-09-30,1.75068493150685,"Fixed","MDA","YOUNG",0.00981447750542299
"377",2008-09-30,1.75068493150685,"Fixed","Military
Health","YOUNG",0.0399400914533623
"378",2008-09-30,1.75068493150685,"Fixed","Additional
DoD
Components","YOUNG",0.54123871345987
"379",2008-09-30,1.75068493150685,"Time/Mat.","Army","YOUNG",0.460421083177874
"380",2008-09-30,1.75068493150685,"Time/Mat.","Navy","YOUNG",0.0761482496095445
"381",2008-09-30,1.75068493150685,"Time/Mat.","Air Force","YOUNG",0.278454414967462
"382",2008-09-30,1.75068493150685,"Time/Mat.","DLA","YOUNG",0.00357548468546638
"383",2008-09-30,1.75068493150685,"Time/Mat.","MDA","YOUNG",0.000232718004338395
"384",2008-09-30,1.75068493150685,"Time/Mat.","Additional
DoD
Components","YOUNG",0.0324095188286334
"385",2008-09-30,1.75068493150685,"Unlabeled","Army","YOUNG",-0.00337729286334056
"386",2008-09-30,1.75068493150685,"Unlabeled","Navy","YOUNG",0.0484114477982646
"387",2008-09-30,1.75068493150685,"Unlabeled","Air Force","YOUNG",-0.00434286724511931
"388",2008-09-30,1.75068493150685,"Unlabeled","DLA","YOUNG",4.33839479392625e-08
"389",2008-09-30,1.75068493150685,"Unlabeled","MDA","YOUNG",0
"390",2008-09-30,1.75068493150685,"Unlabeled","Additional
DoD
Components","YOUNG",-0.00105917513015184
"391",2008-09-30,1.83561643835616,"Combination","Army","YOUNG",0.549398837733189
"392",2008-09-30,1.83561643835616,"Combination","Navy","YOUNG",0.220771364522777
"393",2008-09-30,1.83561643835616,"Combination","Air Force","YOUNG",0.0840327318546638
"394",2008-09-30,1.83561643835616,"Combination","DLA","YOUNG",0.045193169197397
"395",2008-09-30,1.83561643835616,"Combination","MDA","YOUNG",0.00382481127982646
"396",2008-09-30,1.83561643835616,"Combination","Military
Health","YOUNG",0
"397",2008-09-30,1.83561643835616,"Combination","Additional
DoD
Components","YOUNG",0.0659692211171367
"398",2008-09-30,1.83561643835616,"Cost+","Army","YOUNG",0.880835655563991
"399",2008-09-30,1.83561643835616,"Cost+","Navy","YOUNG",0.680821998915401
"400",2008-09-30,1.83561643835616,"Cost+","Air Force","YOUNG",0.793446192093275
"401",2008-09-30,1.83561643835616,"Cost+","DLA","YOUNG",0.000415351778741865
"402",2008-09-30,1.83561643835616,"Cost+","MDA","YOUNG",0.0519485130151844
"403",2008-09-30,1.83561643835616,"Cost+","Additional
DoD
Components","YOUNG",0.133880479088937
"404",2008-09-30,1.83561643835616,"Fixed","Army","YOUNG",8.41099077442516
"405",2008-09-30,1.83561643835616,"Fixed","Navy","YOUNG",3.15773147275488
"406",2008-09-30,1.83561643835616,"Fixed","Air Force","YOUNG",1.31056153617137
"407",2008-09-30,1.83561643835616,"Fixed","DLA","YOUNG",3.58656570118221
"408",2008-09-30,1.83561643835616,"Fixed","MDA","YOUNG",0.00261840507592191
"409",2008-09-30,1.83561643835616,"Fixed","Military
Health","YOUNG",0.000113209544468547
"410",2008-09-30,1.83561643835616,"Fixed","Additional
DoD
Components","YOUNG",0.511696559826464
"411",2008-09-30,1.83561643835616,"Time/Mat.","Army","YOUNG",0.712496467245119
"412",2008-09-30,1.83561643835616,"Time/Mat.","Navy","YOUNG",0.0723459624078091
"413",2008-09-30,1.83561643835616,"Time/Mat.","Air Force","YOUNG",0.360102512960954
"414",2008-09-30,1.83561643835616,"Time/Mat.","DLA","YOUNG",0.00758700097613883
"415",2008-09-30,1.83561643835616,"Time/Mat.","MDA","YOUNG",0.00184836225596529
"416",2008-09-30,1.83561643835616,"Time/Mat.","Additional
DoD
Components","YOUNG",0.037883543340564
"417",2008-09-30,1.83561643835616,"Unlabeled","Army","YOUNG",-0.00603376972885032
"418",2008-09-30,1.83561643835616,"Unlabeled","Navy","YOUNG",0.0231825304772234
"419",2008-09-30,1.83561643835616,"Unlabeled","Air Force","YOUNG",-0.00539818514099783
"420",2008-09-30,1.83561643835616,"Unlabeled","DLA","YOUNG",4.23594360086768e-06
"421",2008-09-30,1.83561643835616,"Unlabeled","Additional
DoD
Components","YOUNG",-0.00119299157266811
"422",2008-09-30,1.92054794520548,"Combination","Army","YOUNG",2.2645741028308
"423",2008-09-30,1.92054794520548,"Combination","Navy","YOUNG",1.14007811404555
"424",2008-09-30,1.92054794520548,"Combination","Air Force","YOUNG",0.291110045629067
"425",2008-09-30,1.92054794520548,"Combination","DLA","YOUNG",0.0498695593058568
"426",2008-09-30,1.92054794520548,"Combination","MDA","YOUNG",0.0273692911605206
"427",2008-09-30,1.92054794520548,"Combination","Additional
DoD
Components","YOUNG",0.344318411149675
"428",2008-09-30,1.92054794520548,"Cost+","Army","YOUNG",2.24268615787419
"429",2008-09-30,1.92054794520548,"Cost+","Navy","YOUNG",4.5491266512039
"430",2008-09-30,1.92054794520548,"Cost+","Air Force","YOUNG",1.75394450334056
"431",2008-09-30,1.92054794520548,"Cost+","DLA","YOUNG",0.00305372353579176
"432",2008-09-30,1.92054794520548,"Cost+","MDA","YOUNG",0.0342619245227766
"433",2008-09-30,1.92054794520548,"Cost+","Additional
DoD
Components","YOUNG",0.260404105021692
"434",2008-09-30,1.92054794520548,"Fixed","Army","YOUNG",24.2827568760954
"435",2008-09-30,1.92054794520548,"Fixed","Navy","YOUNG",8.61050685053145
"436",2008-09-30,1.92054794520548,"Fixed","Air Force","YOUNG",6.42104884276573
"437",2008-09-30,1.92054794520548,"Fixed","DLA","YOUNG",5.77972876203905
"438",2008-09-30,1.92054794520548,"Fixed","MDA","YOUNG",0.00302086625813449
"439",2008-09-30,1.92054794520548,"Fixed","Military
Health","YOUNG",0.00613698173535792
"440",2008-09-30,1.92054794520548,"Fixed","Additional
DoD
Components","YOUNG",0.856660488969631
"441",2008-09-30,1.92054794520548,"Other","Army","YOUNG",0.000266890433839479
"442",2008-09-30,1.92054794520548,"Time/Mat.","Army","YOUNG",1.47160358465293
"443",2008-09-30,1.92054794520548,"Time/Mat.","Navy","YOUNG",0.215259992527115
"444",2008-09-30,1.92054794520548,"Time/Mat.","Air Force","YOUNG",0.65131730862256
"445",2008-09-30,1.92054794520548,"Time/Mat.","DLA","YOUNG",0.0302313437201735
"446",2008-09-30,1.92054794520548,"Time/Mat.","MDA","YOUNG",0.0107376616052061
"447",2008-09-30,1.92054794520548,"Time/Mat.","Additional
DoD
Components","YOUNG",0.17091097324295
"448",2008-09-30,1.92054794520548,"Unlabeled","Army","YOUNG",-0.00200563677874187
"449",2008-09-30,1.92054794520548,"Unlabeled","Navy","YOUNG",0.0895122305206074
"450",2008-09-30,1.92054794520548,"Unlabeled","Air Force","YOUNG",-0.00459235703904555
"451",2008-09-30,1.92054794520548,"Unlabeled","DLA","YOUNG",-0.000109442169197397
"452",2008-09-30,1.92054794520548,"Unlabeled","Additional
DoD
Components","YOUNG",0.00861523502169197
"453",2009-04-26,2.0027397260274,"Combination","Army","YOUNG",0.270854206375839
"454",2009-04-26,2.0027397260274,"Combination","Navy","YOUNG",0.456358531067331
"455",2009-04-26,2.0027397260274,"Combination","Air Force","YOUNG",0.342854711290323
"456",2009-04-26,2.0027397260274,"Combination","DLA","YOUNG",0.0263534412210435
"457",2009-04-26,2.0027397260274,"Combination","MDA","YOUNG",0.0589486854513964
"458",2009-04-26,2.0027397260274,"Combination","Military
Health","YOUNG",-7.2093526737389e-06
"459",2009-04-26,2.0027397260274,"Combination","Additional
DoD
Components","YOUNG",0.106838869928556
"460",2009-04-26,2.0027397260274,"Cost+","Army","YOUNG",1.35192802171466
"461",2009-04-26,2.0027397260274,"Cost+","Navy","YOUNG",1.03642175618099
"462",2009-04-26,2.0027397260274,"Cost+","Air Force","YOUNG",1.2151881666378
"463",2009-04-26,2.0027397260274,"Cost+","DLA","YOUNG",0.0010475719852782
"464",2009-04-26,2.0027397260274,"Cost+","MDA","YOUNG",0.0625962989824637
"465",2009-04-26,2.0027397260274,"Cost+","Additional
DoD
Components","YOUNG",0.0880201523922927
"466",2009-04-26,2.0027397260274,"Fixed","Army","YOUNG",4.41373532979
"467",2009-04-26,2.0027397260274,"Fixed","Navy","YOUNG",1.8872790147218
"468",2009-04-26,2.0027397260274,"Fixed","Air Force","YOUNG",1.49405742570903
"469",2009-04-26,2.0027397260274,"Fixed","DLA","YOUNG",1.89771751057588
"470",2009-04-26,2.0027397260274,"Fixed","MDA","YOUNG",0.00712828940246807
"471",2009-04-26,2.0027397260274,"Fixed","Military
Health","YOUNG",0.325377297272137
"472",2009-04-26,2.0027397260274,"Fixed","Additional
DoD
Components","YOUNG",1.52190955127733
"473",2009-04-26,2.0027397260274,"Time/Mat.","Army","YOUNG",0.257709436739554
"474",2009-04-26,2.0027397260274,"Time/Mat.","Navy","YOUNG",0.0606523084758606
"475",2009-04-26,2.0027397260274,"Time/Mat.","Air Force","YOUNG",0.137203272320849
"476",2009-04-26,2.0027397260274,"Time/Mat.","DLA","YOUNG",0.136226037984412
"477",2009-04-26,2.0027397260274,"Time/Mat.","MDA","YOUNG",0.00193873132712708
"478",2009-04-26,2.0027397260274,"Time/Mat.","Additional
DoD
Components","YOUNG",0.0729066437973587
"479",2009-04-26,2.0027397260274,"Unlabeled","Army","YOUNG",-0.00458476289240095
"480",2009-04-26,2.0027397260274,"Unlabeled","Navy","YOUNG",0.108583159147002
"481",2009-04-26,2.0027397260274,"Unlabeled","Air Force","YOUNG",-0.00127661481922494
"482",2009-04-26,2.0027397260274,"Unlabeled","DLA","YOUNG",0.00689424624377571
"483",2009-04-26,2.0027397260274,"Unlabeled","Additional
DoD
Components","YOUNG",0.00323790061701667
"484",2009-04-26,2.08767123287671,"Combination","Army","YOUNG",0.38344141556614
"485",2009-04-26,2.08767123287671,"Combination","Navy","YOUNG",0.563839922981165
"486",2009-04-26,2.08767123287671,"Combination","Air Force","YOUNG",0.0593574847153063
"487",2009-04-26,2.08767123287671,"Combination","DLA","YOUNG",0.00128589954535614
"488",2009-04-26,2.08767123287671,"Combination","MDA","YOUNG",0.0922391140290106
"489",2009-04-26,2.08767123287671,"Combination","Military
Health","YOUNG",8.76488417406365e-06
"490",2009-04-26,2.08767123287671,"Combination","Additional
DoD
Components","YOUNG",0.137170813130548
"491",2009-04-26,2.08767123287671,"Cost+","Army","YOUNG",0.786748742714873
"492",2009-04-26,2.08767123287671,"Cost+","Navy","YOUNG",1.1443443668543
"493",2009-04-26,2.08767123287671,"Cost+","Air Force","YOUNG",0.682082465620264
"494",2009-04-26,2.08767123287671,"Cost+","DLA","YOUNG",0.000129898246373674
"495",2009-04-26,2.08767123287671,"Cost+","MDA","YOUNG",0.0747688698852566
"496",2009-04-26,2.08767123287671,"Cost+","Additional
DoD
Components","YOUNG",0.123936912080537
"497",2009-04-26,2.08767123287671,"Fixed","Army","YOUNG",3.78144024669842
"498",2009-04-26,2.08767123287671,"Fixed","Navy","YOUNG",1.7391338873241
"499",2009-04-26,2.08767123287671,"Fixed","Air Force","YOUNG",1.09771227004763
"500",2009-04-26,2.08767123287671,"Fixed","DLA","YOUNG",1.66186413947824
"501",2009-04-26,2.08767123287671,"Fixed","MDA","YOUNG",0.00485929889586491
"502",2009-04-26,2.08767123287671,"Fixed","Military
Health","YOUNG",0.578230048776792
"503",2009-04-26,2.08767123287671,"Fixed","Additional
DoD
Components","YOUNG",0.722551734682832
"504",2009-04-26,2.08767123287671,"Time/Mat.","Army","YOUNG",0.193332496460273
"505",2009-04-26,2.08767123287671,"Time/Mat.","Navy","YOUNG",0.0501813541567439
"506",2009-04-26,2.08767123287671,"Time/Mat.","Air Force","YOUNG",0.0885872489824637
"507",2009-04-26,2.08767123287671,"Time/Mat.","DLA","YOUNG",0.0713512274518294
"508",2009-04-26,2.08767123287671,"Time/Mat.","MDA","YOUNG",0
"509",2009-04-26,2.08767123287671,"Time/Mat.","Additional
DoD
Components","YOUNG",0.168253249761853
"510",2009-04-26,2.08767123287671,"Unlabeled","Army","YOUNG",0.000727724301796925
"511",2009-04-26,2.08767123287671,"Unlabeled","Navy","YOUNG",0.0376656272786317
"512",2009-04-26,2.08767123287671,"Unlabeled","Air Force","YOUNG",0.00654949184888504
"513",2009-04-26,2.08767123287671,"Unlabeled","DLA","YOUNG",-0.00114785667893483
"514",2009-04-26,2.08767123287671,"Unlabeled","Additional
DoD
Components","YOUNG",-0.00114246171249188
"515",2009-04-26,2.16986301369863,"Combination","Army","YOUNG",0.948592264851699
"516",2009-04-26,2.16986301369863,"Combination","Navy","YOUNG",6.14295786000217
"517",2009-04-26,2.16986301369863,"Combination","Air Force","YOUNG",0.180792920437324
"518",2009-04-26,2.16986301369863,"Combination","DLA","YOUNG",0.000917557912968175
"519",2009-04-26,2.16986301369863,"Combination","MDA","YOUNG",0.0213923709569171
"520",2009-04-26,2.16986301369863,"Combination","Additional
DoD
Components","YOUNG",0.121149752511366
"521",2009-04-26,2.16986301369863,"Cost+","Army","YOUNG",0.817091069917731
"522",2009-04-26,2.16986301369863,"Cost+","Navy","YOUNG",1.41219501759039
"523",2009-04-26,2.16986301369863,"Cost+","Air Force","YOUNG",1.97488956024031
"524",2009-04-26,2.16986301369863,"Cost+","DLA","YOUNG",0.00365424983762719
"525",2009-04-26,2.16986301369863,"Cost+","MDA","YOUNG",0.388143232301364
"526",2009-04-26,2.16986301369863,"Cost+","Additional
DoD
Components","YOUNG",0.241551077549253
"527",2009-04-26,2.16986301369863,"Fixed","Army","YOUNG",9.66866888056939
"528",2009-04-26,2.16986301369863,"Fixed","Navy","YOUNG",3.43410440316086
"529",2009-04-26,2.16986301369863,"Fixed","Air Force","YOUNG",2.78186262132496
"530",2009-04-26,2.16986301369863,"Fixed","DLA","YOUNG",5.96100831950639
"531",2009-04-26,2.16986301369863,"Fixed","MDA","YOUNG",0.00515150626759039
"532",2009-04-26,2.16986301369863,"Fixed","Military
Health","YOUNG",-0.00075779666594501
"533",2009-04-26,2.16986301369863,"Fixed","Additional
DoD
Components","YOUNG",0.894904420827019
"534",2009-04-26,2.16986301369863,"Time/Mat.","Army","YOUNG",0.452916323143538
"535",2009-04-26,2.16986301369863,"Time/Mat.","Navy","YOUNG",0.0435501672115176
"536",2009-04-26,2.16986301369863,"Time/Mat.","Air Force","YOUNG",0.39802150816194
"537",2009-04-26,2.16986301369863,"Time/Mat.","DLA","YOUNG",0.0433090333946742
"538",2009-04-26,2.16986301369863,"Time/Mat.","MDA","YOUNG",0.0281835694197878
"539",2009-04-26,2.16986301369863,"Time/Mat.","Additional
DoD
Components","YOUNG",0.04830974814895
"540",2009-04-26,2.16986301369863,"Unlabeled","Army","YOUNG",-0.00106783113227971
"541",2009-04-26,2.16986301369863,"Unlabeled","Navy","YOUNG",0.0442191694306127
"542",2009-04-26,2.16986301369863,"Unlabeled","Air Force","YOUNG",0.00311274058237714
"543",2009-04-26,2.16986301369863,"Unlabeled","DLA","YOUNG",0
"544",2009-04-26,2.16986301369863,"Unlabeled","Additional
DoD
Components","YOUNG",-0.000323974410045464
"545",2009-04-26,2.25479452054795,"Combination","Army","YOUNG",0.965762788016887
"546",2009-04-26,2.25479452054795,"Combination","Navy","YOUNG",0.340997827570903
"547",2009-04-26,2.25479452054795,"Combination","Air Force","YOUNG",0.0858162503572202
"548",2009-04-26,2.25479452054795,"Combination","DLA","YOUNG",0.00506887123836328
"549",2009-04-26,2.25479452054795,"Combination","MDA","YOUNG",0.0154971519809483
"550",2009-04-26,2.25479452054795,"Combination","Additional
DoD
Components","YOUNG",0.191225146232951
"551",2009-04-26,2.25479452054795,"Cost+","Army","YOUNG",0.86143713775709
