fiscal_year,Query_Run,Customer,SubCustomer,ServicesCategory,FundingMechanismClassification,USDATL,BBP1,WSARAreg,BBP2,BBP3,SumOfobligatedAmount,SumOfnumberOfActions
1990,2015-03-19 16:42:44.597,Defense,Navy,ICT,Fixed Price with Economic Price Adjustment,NULL,0,0,0,0,319000.0000,NULL
1990,2015-03-19 16:42:44.597,Defense,Navy,PAMS,Fixed Price Redetermination,NULL,0,0,0,0,9633000.0000,NULL
1990,2015-03-19 16:42:44.597,Defense,Other DoD,R&D,Cost Plus Fixed Fee,NULL,0,0,0,0,739580000.0000,NULL
1991,2015-03-19 16:42:44.597,Defense,Air Force,ERS,Cost Plus Incentive,NULL,0,0,0,0,-1020000.0000,NULL
1991,2015-03-19 16:42:44.597,Defense,Air Force,ERS,Fixed Price with Economic Price Adjustment,NULL,0,0,0,0,58062000.0000,NULL
1991,2015-03-19 16:42:44.597,Defense,Air Force,FRS&C,Cost Plus Award Fee,NULL,0,0,0,0,506674000.0000,NULL
1991,2015-03-19 16:42:44.597,Defense,Air Force,FRS&C,Cost Plus Fixed Fee,NULL,0,0,0,0,67165000.0000,NULL
1991,2015-03-19 16:42:44.597,Defense,Air Force,Fuel,Firm Fixed Price,NULL,0,0,0,0,36003000.0000,NULL
1991,2015-03-19 16:42:44.597,Defense,Air Force,Fuel,Fixed Price Incentive,NULL,0,0,0,0,99000.0000,NULL
1991,2015-03-19 16:42:44.597,Defense,Air Force,ICT,Firm Fixed Price,NULL,0,0,0,0,624391000.0000,NULL
1991,2015-03-19 16:42:44.597,Defense,Air Force,ICT,Fixed Price Incentive,NULL,0,0,0,0,32409000.0000,NULL
1991,2015-03-19 16:42:44.597,Defense,Air Force,Products,Cost No Fee,NULL,0,0,0,0,-5303000.0000,NULL
1991,2015-03-19 16:42:44.597,Defense,Air Force,Products,Fixed Price with Economic Price Adjustment,NULL,0,0,0,0,691313000.0000,NULL
1991,2015-03-19 16:42:44.597,Defense,Air Force,R&D,Cost Plus Incentive,NULL,0,0,0,0,425728000.0000,NULL
1991,2015-03-19 16:42:44.597,Defense,Air Force,R&D,Fixed Price Redetermination,NULL,0,0,0,0,478000.0000,NULL
1991,2015-03-19 16:42:44.597,Defense,Army,FRS&C,Cost Sharing,NULL,0,0,0,0,2234000.0000,NULL
1991,2015-03-19 16:42:44.597,Defense,Army,FRS&C,Fixed Price Redetermination,NULL,0,0,0,0,24487000.0000,NULL
1991,2015-03-19 16:42:44.597,Defense,Army,MED,Cost Plus Fixed Fee,NULL,0,0,0,0,2872000.0000,NULL
1991,2015-03-19 16:42:44.597,Defense,Army,PAMS,Cost Plus Fixed Fee,NULL,0,0,0,0,534544000.0000,NULL
1991,2015-03-19 16:42:44.597,Defense,Army,R&D,NULL,NULL,0,0,0,0,79072000.0000,NULL
1991,2015-03-19 16:42:44.597,Defense,Army,R&D,Cost No Fee,NULL,0,0,0,0,167916000.0000,NULL
1991,2015-03-19 16:42:44.597,Defense,Army,R&D,Time and Materials,NULL,0,0,0,0,94761000.0000,NULL
1991,2015-03-19 16:42:44.597,Defense,DLA,ERS,NULL,NULL,0,0,0,0,198000.0000,NULL
1991,2015-03-19 16:42:44.597,Defense,DLA,ERS,Time and Materials,NULL,0,0,0,0,114000.0000,NULL
1991,2015-03-19 16:42:44.597,Defense,DLA,FRS&C,Fixed Price Redetermination,NULL,0,0,0,0,104000.0000,NULL
1991,2015-03-19 16:42:44.597,Defense,DLA,PAMS,Cost Plus Fixed Fee,NULL,0,0,0,0,22117000.0000,NULL
1991,2015-03-19 16:42:44.597,Defense,Navy,ERS,Cost Plus Fixed Fee,NULL,0,0,0,0,291952379.0000,NULL
1991,2015-03-19 16:42:44.597,Defense,Navy,FRS&C,Cost No Fee,NULL,0,0,0,0,21943000.0000,NULL
1991,2015-03-19 16:42:44.597,Defense,Navy,FRS&C,Fixed Price with Economic Price Adjustment,NULL,0,0,0,0,210008066.0000,NULL
1991,2015-03-19 16:42:44.597,Defense,Navy,ICT,Cost Plus Incentive,NULL,0,0,0,0,808000.0000,NULL
1991,2015-03-19 16:42:44.597,Defense,Navy,ICT,Fixed Price Redetermination,NULL,0,0,0,0,698000.0000,NULL
1991,2015-03-19 16:42:44.597,Defense,Navy,ICT,Fixed Price with Economic Price Adjustment,NULL,0,0,0,0,316000.0000,NULL
1991,2015-03-19 16:42:44.597,Defense,Navy,PAMS,Fixed Price Redetermination,NULL,0,0,0,0,620000.0000,NULL
1991,2015-03-19 16:42:44.597,Defense,Navy,Products,Fixed Price Redetermination,NULL,0,0,0,0,15539772.0000,NULL
1991,2015-03-19 16:42:44.597,Defense,Navy,R&D,Cost Plus Fixed Fee,NULL,0,0,0,0,2237608791.0000,2
1991,2015-03-19 16:42:44.597,Defense,Other DoD,FRS&C,Firm Fixed Price,NULL,0,0,0,0,34084000.0000,NULL
1991,2015-03-19 16:42:44.597,Defense,Other DoD,ICT,Fixed Price Incentive,NULL,0,0,0,0,6913000.0000,NULL
1991,2015-03-19 16:42:44.597,Defense,Other DoD,MED,Cost Plus Fixed Fee,NULL,0,0,0,0,477000.0000,NULL
1991,2015-03-19 16:42:44.597,Defense,Other DoD,Products,Fixed Price with Economic Price Adjustment,NULL,0,0,0,0,3108000.0000,NULL
1991,2015-03-19 16:42:44.597,Defense,Other DoD,R&D,NULL,NULL,0,0,0,0,12778000.0000,NULL
1992,2015-03-19 16:42:44.597,Defense,Air Force,ERS,NULL,NULL,0,0,0,0,187258119.0000,NULL
1992,2015-03-19 16:42:44.597,Defense,Air Force,FRS&C,NULL,NULL,0,0,0,0,48682947.0000,NULL
1992,2015-03-19 16:42:44.597,Defense,Air Force,Fuel,Fixed Price with Economic Price Adjustment,NULL,0,0,0,0,36117542.0000,NULL
1992,2015-03-19 16:42:44.597,Defense,Air Force,ICT,Cost Plus Award Fee,NULL,0,0,0,0,189462152.0000,NULL
NULL,2015-03-19 16:42:44.597,Defense,Army,NULL,NULL,NULL,0,0,0,0,NULL,NULL
1988,2015-03-19 16:42:44.597,Defense,Army,FRS&C,Firm Fixed Price,NULL,0,0,0,0,-35000.0000,NULL
1989,2015-03-19 16:42:44.597,Defense,Army,NULL,NULL,NULL,0,0,0,0,NULL,NULL
1989,2015-03-19 16:42:44.597,Defense,Army,FRS&C,Cost Plus Award Fee,NULL,0,0,0,0,13964000.0000,NULL
1989,2015-03-19 16:42:44.597,Defense,Army,Products,Firm Fixed Price,NULL,0,0,0,0,66814000.0000,NULL
1989,2015-03-19 16:42:44.597,Defense,Navy,ERS,Firm Fixed Price,NULL,0,0,0,0,130881000.0000,NULL
1989,2015-03-19 16:42:44.597,Defense,Navy,ICT,Time and Materials,NULL,0,0,0,0,1549000.0000,NULL
1989,2015-03-19 16:42:44.597,Defense,Navy,PAMS,Cost No Fee,NULL,0,0,0,0,1415000.0000,NULL
1989,2015-03-19 16:42:44.597,Defense,Navy,PAMS,Labor Hours,NULL,0,0,0,0,2051000.0000,NULL
1989,2015-03-19 16:42:44.597,Defense,Navy,Products,NULL,NULL,0,0,0,0,102814000.0000,NULL
1989,2015-03-19 16:42:44.597,Defense,Navy,Products,Fixed Price with Economic Price Adjustment,NULL,0,0,0,0,1671000.0000,NULL
1989,2015-03-19 16:42:44.597,Defense,Other DoD,ICT,Cost Plus Fixed Fee,NULL,0,0,0,0,14279000.0000,NULL
1989,2015-03-19 16:42:44.597,Defense,Other DoD,R&D,Cost Plus Award Fee,NULL,0,0,0,0,2110000.0000,NULL
1990,2015-03-19 16:42:44.597,Defense,Air Force,ERS,Cost Plus Award Fee,NULL,0,0,0,0,55780000.0000,NULL
1990,2015-03-19 16:42:44.597,Defense,Air Force,ERS,Cost Plus Fixed Fee,NULL,0,0,0,0,27427000.0000,NULL
1990,2015-03-19 16:42:44.597,Defense,Air Force,ERS,Fixed Price with Economic Price Adjustment,NULL,0,0,0,0,35833000.0000,NULL
1990,2015-03-19 16:42:44.597,Defense,Air Force,FRS&C,Cost Plus Award Fee,NULL,0,0,0,0,362885000.0000,NULL
1990,2015-03-19 16:42:44.597,Defense,Air Force,FRS&C,Cost Plus Incentive,NULL,0,0,0,0,13281000.0000,NULL
1990,2015-03-19 16:42:44.597,Defense,Air Force,FRS&C,Fixed Price with Economic Price Adjustment,NULL,0,0,0,0,114109000.0000,NULL
1990,2015-03-19 16:42:44.597,Defense,Air Force,Fuel,Firm Fixed Price,NULL,0,0,0,0,428000.0000,NULL
1990,2015-03-19 16:42:44.597,Defense,Air Force,ICT,Fixed Price Incentive,NULL,0,0,0,0,10614000.0000,NULL
1990,2015-03-19 16:42:44.597,Defense,Air Force,ICT,Fixed Price Redetermination,NULL,0,0,0,0,1834000.0000,NULL
1990,2015-03-19 16:42:44.597,Defense,Air Force,PAMS,NULL,NULL,0,0,0,0,386672000.0000,NULL
1990,2015-03-19 16:42:44.597,Defense,Air Force,Products,Cost No Fee,NULL,0,0,0,0,7343000.0000,NULL
1990,2015-03-19 16:42:44.597,Defense,Air Force,Products,Cost Plus Fixed Fee,NULL,0,0,0,0,932773000.0000,NULL
1990,2015-03-19 16:42:44.597,Defense,Air Force,Products,Time and Materials,NULL,0,0,0,0,119583000.0000,NULL
1990,2015-03-19 16:42:44.597,Defense,Air Force,R&D,Cost Plus Incentive,NULL,0,0,0,0,354779000.0000,NULL
1990,2015-03-19 16:42:44.597,Defense,Air Force,R&D,Firm Fixed Price,NULL,0,0,0,0,2632195000.0000,NULL
1990,2015-03-19 16:42:44.597,Defense,Army,ERS,Cost Sharing,NULL,0,0,0,0,5796000.0000,NULL
1990,2015-03-19 16:42:44.597,Defense,Army,ERS,Fixed Price Incentive,NULL,0,0,0,0,9658000.0000,NULL
1990,2015-03-19 16:42:44.597,Defense,Army,ERS,Fixed Price Redetermination,NULL,0,0,0,0,283000.0000,NULL
1990,2015-03-19 16:42:44.597,Defense,Army,FRS&C,Cost Sharing,NULL,0,0,0,0,4356000.0000,NULL
1990,2015-03-19 16:42:44.597,Defense,Army,FRS&C,Firm Fixed Price,NULL,0,0,0,0,3410172000.0000,NULL
1990,2015-03-19 16:42:44.597,Defense,Army,FRS&C,Fixed Price Redetermination,NULL,0,0,0,0,24779000.0000,NULL
1990,2015-03-19 16:42:44.597,Defense,Army,ICT,NULL,NULL,0,0,0,0,9330000.0000,NULL
1990,2015-03-19 16:42:44.597,Defense,Army,ICT,Cost No Fee,NULL,0,0,0,0,670000.0000,NULL
1990,2015-03-19 16:42:44.597,Defense,Army,MED,Cost Plus Fixed Fee,NULL,0,0,0,0,1750000.0000,NULL
1990,2015-03-19 16:42:44.597,Defense,Army,MED,Fixed Price with Economic Price Adjustment,NULL,0,0,0,0,874000.0000,NULL
1990,2015-03-19 16:42:44.597,Defense,Army,PAMS,Fixed Price with Economic Price Adjustment,NULL,0,0,0,0,102852000.0000,NULL
1990,2015-03-19 16:42:44.597,Defense,Army,Products,Cost Plus Award Fee,NULL,0,0,0,0,54280000.0000,NULL
1990,2015-03-19 16:42:44.597,Defense,Army,R&D,Time and Materials,NULL,0,0,0,0,105196000.0000,NULL
1990,2015-03-19 16:42:44.597,Defense,DLA,FRS&C,Firm Fixed Price,NULL,0,0,0,0,96084000.0000,NULL
1990,2015-03-19 16:42:44.597,Defense,DLA,FRS&C,Time and Materials,NULL,0,0,0,0,57000.0000,NULL
1990,2015-03-19 16:42:44.597,Defense,Other DoD,ERS,Labor Hours,NULL,0,0,0,0,216000.0000,NULL
1990,2015-03-19 16:42:44.597,Defense,Other DoD,MED,Fixed Price Redetermination,NULL,0,0,0,0,23177000.0000,NULL
1990,2015-03-19 16:42:44.597,Defense,Other DoD,PAMS,Firm Fixed Price,NULL,0,0,0,0,297209000.0000,NULL
1990,2015-03-19 16:42:44.597,Defense,Other DoD,Products,Time and Materials,NULL,0,0,0,0,29000.0000,NULL
1990,2015-03-19 16:42:44.597,Defense,Other DoD,R&D,Cost Plus Incentive,NULL,0,0,0,0,131436000.0000,NULL
1991,2015-03-19 16:42:44.597,Defense,Air Force,ERS,Cost Plus Fixed Fee,NULL,0,0,0,0,89023000.0000,NULL
1991,2015-03-19 16:42:44.597,Defense,Air Force,FRS&C,Cost Plus Incentive,NULL,0,0,0,0,9013000.0000,NULL
1991,2015-03-19 16:42:44.597,Defense,Air Force,ICT,Fixed Price Redetermination,NULL,0,0,0,0,254000.0000,NULL
1991,2015-03-19 16:42:44.597,Defense,Air Force,PAMS,NULL,NULL,0,0,0,0,225027000.0000,NULL
1991,2015-03-19 16:42:44.597,Defense,Air Force,Products,Cost Plus Fixed Fee,NULL,0,0,0,0,1039963000.0000,NULL
1991,2015-03-19 16:42:44.597,Defense,Air Force,R&D,Cost Sharing,NULL,0,0,0,0,96908000.0000,NULL
1991,2015-03-19 16:42:44.597,Defense,Air Force,R&D,Firm Fixed Price,NULL,0,0,0,0,1844607000.0000,NULL
1991,2015-03-19 16:42:44.597,Defense,Air Force,R&D,Fixed Price Incentive,NULL,0,0,0,0,3030150000.0000,NULL
1991,2015-03-19 16:42:44.597,Defense,Army,ERS,Cost Sharing,NULL,0,0,0,0,5378000.0000,NULL
1991,2015-03-19 16:42:44.597,Defense,Army,ERS,Firm Fixed Price,NULL,0,0,0,0,675054000.0000,NULL
1991,2015-03-19 16:42:44.597,Defense,Army,ERS,Fixed Price Incentive,NULL,0,0,0,0,3133000.0000,NULL
1991,2015-03-19 16:42:44.597,Defense,Army,FRS&C,Time and Materials,NULL,0,0,0,0,33747000.0000,NULL
1991,2015-03-19 16:42:44.597,Defense,Army,Fuel,NULL,NULL,0,0,0,0,3281000.0000,NULL
1991,2015-03-19 16:42:44.597,Defense,Army,ICT,NULL,NULL,0,0,0,0,10704000.0000,NULL
1991,2015-03-19 16:42:44.597,Defense,Army,ICT,Cost No Fee,NULL,0,0,0,0,32142000.0000,NULL
1991,2015-03-19 16:42:44.597,Defense,Army,ICT,Labor Hours,NULL,0,0,0,0,4398000.0000,NULL
1991,2015-03-19 16:42:44.597,Defense,Army,MED,Fixed Price with Economic Price Adjustment,NULL,0,0,0,0,621000.0000,NULL
1991,2015-03-19 16:42:44.597,Defense,Army,PAMS,Fixed Price with Economic Price Adjustment,NULL,0,0,0,0,132725000.0000,NULL
1991,2015-03-19 16:42:44.597,Defense,Army,PAMS,Labor Hours,NULL,0,0,0,0,8122000.0000,NULL
1991,2015-03-19 16:42:44.597,Defense,Army,Products,Cost Plus Award Fee,NULL,0,0,0,0,200063000.0000,NULL
1991,2015-03-19 16:42:44.597,Defense,Army,Products,Cost Sharing,NULL,0,0,0,0,3379000.0000,NULL
1991,2015-03-19 16:42:44.597,Defense,Army,Products,Labor Hours,NULL,0,0,0,0,6756000.0000,NULL
1991,2015-03-19 16:42:44.597,Defense,DLA,ICT,NULL,NULL,0,0,0,0,212000.0000,NULL
1991,2015-03-19 16:42:44.597,Defense,DLA,ICT,Fixed Price with Economic Price Adjustment,NULL,0,0,0,0,609000.0000,NULL
1991,2015-03-19 16:42:44.597,Defense,DLA,ICT,Time and Materials,NULL,0,0,0,0,5521000.0000,NULL
1991,2015-03-19 16:42:44.597,Defense,Navy,ERS,NULL,NULL,0,0,0,0,83355082.0000,NULL
1991,2015-03-19 16:42:44.597,Defense,Navy,ERS,Cost No Fee,NULL,0,0,0,0,175000.0000,NULL
1991,2015-03-19 16:42:44.597,Defense,Navy,ERS,Cost Plus Award Fee,NULL,0,0,0,0,273872537.0000,NULL
1991,2015-03-19 16:42:44.597,Defense,Navy,ERS,Fixed Price with Economic Price Adjustment,NULL,0,0,0,0,399359000.0000,NULL
1991,2015-03-19 16:42:44.597,Defense,Navy,ERS,Labor Hours,NULL,0,0,0,0,14812000.0000,NULL
1991,2015-03-19 16:42:44.597,Defense,Navy,FRS&C,Cost Plus Fixed Fee,NULL,0,0,0,0,34326462.0000,NULL
1991,2015-03-19 16:42:44.597,Defense,Navy,MED,Firm Fixed Price,NULL,0,0,0,0,125159920.0000,NULL
1991,2015-03-19 16:42:44.597,Defense,Navy,PAMS,Fixed Price Incentive,NULL,0,0,0,0,21491000.0000,NULL
1991,2015-03-19 16:42:44.597,Defense,Navy,PAMS,Time and Materials,NULL,0,0,0,0,438889554.0000,NULL
1991,2015-03-19 16:42:44.597,Defense,Navy,Products,Time and Materials,NULL,0,0,0,0,33008809.0000,NULL
1991,2015-03-19 16:42:44.597,Defense,Navy,R&D,Fixed Price with Economic Price Adjustment,NULL,0,0,0,0,68647000.0000,NULL
1991,2015-03-19 16:42:44.597,Defense,Navy,R&D,Labor Hours,NULL,0,0,0,0,6795000.0000,NULL
1991,2015-03-19 16:42:44.597,Defense,Other DoD,ERS,Firm Fixed Price,NULL,0,0,0,0,7868000.0000,NULL
1991,2015-03-19 16:42:44.597,Defense,Other DoD,ERS,Time and Materials,NULL,0,0,0,0,2478000.0000,NULL
NULL,2015-03-19 16:42:44.597,Defense,Air Force,NULL,Firm Fixed Price,WYNNE,0,0,0,0,259871.0000,1
1988,2015-03-19 16:42:44.597,Defense,Army,ICT,Firm Fixed Price,NULL,0,0,0,0,34000.0000,NULL
1989,2015-03-19 16:42:44.597,Defense,Army,FRS&C,Time and Materials,NULL,0,0,0,0,30000.0000,NULL
1989,2015-03-19 16:42:44.597,Defense,Army,PAMS,Firm Fixed Price,NULL,0,0,0,0,403000.0000,NULL
1989,2015-03-19 16:42:44.597,Defense,Army,R&D,Cost Plus Fixed Fee,NULL,0,0,0,0,14886000.0000,NULL
1989,2015-03-19 16:42:44.597,Defense,Army,R&D,Firm Fixed Price,NULL,0,0,0,0,97000.0000,NULL
1989,2015-03-19 16:42:44.597,Defense,Navy,ERS,Fixed Price Incentive,NULL,0,0,0,0,4500000.0000,NULL
1989,2015-03-19 16:42:44.597,Defense,Navy,ERS,Labor Hours,NULL,0,0,0,0,218000.0000,NULL
1989,2015-03-19 16:42:44.597,Defense,Navy,FRS&C,Cost Plus Fixed Fee,NULL,0,0,0,0,55000.0000,NULL
1989,2015-03-19 16:42:44.597,Defense,Navy,FRS&C,Firm Fixed Price,NULL,0,0,0,0,293591000.0000,NULL
1989,2015-03-19 16:42:44.597,Defense,Other DoD,ICT,Firm Fixed Price,NULL,0,0,0,0,205000.0000,NULL
1989,2015-03-19 16:42:44.597,Defense,Other DoD,PAMS,Time and Materials,NULL,0,0,0,0,80000.0000,NULL
1990,2015-03-19 16:42:44.597,Defense,Air Force,ERS,Cost Plus Incentive,NULL,0,0,0,0,283000.0000,NULL
1990,2015-03-19 16:42:44.597,Defense,Air Force,ICT,Cost Sharing,NULL,0,0,0,0,83000.0000,NULL
1990,2015-03-19 16:42:44.597,Defense,Air Force,PAMS,Cost Plus Award Fee,NULL,0,0,0,0,290522000.0000,NULL
1990,2015-03-19 16:42:44.597,Defense,Air Force,PAMS,Cost Plus Fixed Fee,NULL,0,0,0,0,903523000.0000,NULL
1990,2015-03-19 16:42:44.597,Defense,Air Force,Products,Labor Hours,NULL,0,0,0,0,14199000.0000,NULL
1990,2015-03-19 16:42:44.597,Defense,Air Force,R&D,Cost Plus Award Fee,NULL,0,0,0,0,921990000.0000,NULL
1990,2015-03-19 16:42:44.597,Defense,Air Force,R&D,Cost Plus Fixed Fee,NULL,0,0,0,0,2006982000.0000,NULL
1990,2015-03-19 16:42:44.597,Defense,Army,ERS,Cost Plus Incentive,NULL,0,0,0,0,3016000.0000,NULL
1990,2015-03-19 16:42:44.597,Defense,Army,FRS&C,Fixed Price Incentive,NULL,0,0,0,0,682000.0000,NULL
1990,2015-03-19 16:42:44.597,Defense,Army,ICT,Cost Plus Fixed Fee,NULL,0,0,0,0,58521000.0000,NULL
1990,2015-03-19 16:42:44.597,Defense,Army,ICT,Firm Fixed Price,NULL,0,0,0,0,485030000.0000,NULL
1990,2015-03-19 16:42:44.597,Defense,Army,Products,Cost Plus Incentive,NULL,0,0,0,0,123718000.0000,NULL
1990,2015-03-19 16:42:44.597,Defense,Army,Products,Fixed Price with Economic Price Adjustment,NULL,0,0,0,0,1693674000.0000,NULL
1990,2015-03-19 16:42:44.597,Defense,Army,R&D,Fixed Price Redetermination,NULL,0,0,0,0,1705000.0000,NULL
1990,2015-03-19 16:42:44.597,Defense,DLA,ICT,Firm Fixed Price,NULL,0,0,0,0,27471000.0000,NULL
1990,2015-03-19 16:42:44.597,Defense,DLA,Products,Fixed Price with Economic Price Adjustment,NULL,0,0,0,0,58232000.0000,NULL
1990,2015-03-19 16:42:44.597,Defense,Navy,ERS,Fixed Price with Economic Price Adjustment,NULL,0,0,0,0,378465000.0000,NULL
1990,2015-03-19 16:42:44.597,Defense,Navy,ERS,Time and Materials,NULL,0,0,0,0,109759000.0000,NULL
1990,2015-03-19 16:42:44.597,Defense,Navy,FRS&C,Cost Plus Award Fee,NULL,0,0,0,0,142188000.0000,NULL
1990,2015-03-19 16:42:44.597,Defense,Navy,FRS&C,Cost Plus Incentive,NULL,0,0,0,0,290000.0000,NULL
1990,2015-03-19 16:42:44.597,Defense,Navy,Fuel,NULL,NULL,0,0,0,0,7675000.0000,NULL
1990,2015-03-19 16:42:44.597,Defense,Navy,Fuel,Firm Fixed Price,NULL,0,0,0,0,3433000.0000,NULL
1990,2015-03-19 16:42:44.597,Defense,Navy,ICT,Cost Sharing,NULL,0,0,0,0,1956000.0000,NULL
1990,2015-03-19 16:42:44.597,Defense,Navy,MED,Cost No Fee,NULL,0,0,0,0,225000.0000,NULL
1990,2015-03-19 16:42:44.597,Defense,Navy,MED,Labor Hours,NULL,0,0,0,0,142000.0000,NULL
1990,2015-03-19 16:42:44.597,Defense,Navy,PAMS,Cost Plus Award Fee,NULL,0,0,0,0,471535000.0000,NULL
1990,2015-03-19 16:42:44.597,Defense,Navy,PAMS,Cost Plus Incentive,NULL,0,0,0,0,3353000.0000,NULL
1990,2015-03-19 16:42:44.597,Defense,Navy,Products,NULL,NULL,0,0,0,0,6944864000.0000,NULL
1990,2015-03-19 16:42:44.597,Defense,Navy,Products,Firm Fixed Price,NULL,0,0,0,0,10950691115.0000,NULL
1990,2015-03-19 16:42:44.597,Defense,Navy,R&D,Cost Plus Incentive,NULL,0,0,0,0,269444000.0000,NULL
1990,2015-03-19 16:42:44.597,Defense,Other DoD,ICT,Cost Plus Award Fee,NULL,0,0,0,0,12675000.0000,NULL
1992,2015-03-19 16:42:44.597,Defense,Air Force,ICT,Cost Plus Fixed Fee,NULL,0,0,0,0,49446623.0000,NULL
1992,2015-03-19 16:42:44.597,Defense,Air Force,ICT,Labor Hours,NULL,0,0,0,0,29019405.0000,NULL
1992,2015-03-19 16:42:44.597,Defense,Air Force,PAMS,Cost Sharing,NULL,0,0,0,0,135124.0000,NULL
1992,2015-03-19 16:42:44.597,Defense,Air Force,PAMS,Firm Fixed Price,NULL,0,0,0,0,1568781947.0000,NULL
1992,2015-03-19 16:42:44.597,Defense,Air Force,PAMS,Fixed Price Incentive,NULL,0,0,0,0,77766254.0000,NULL
1992,2015-03-19 16:42:44.597,Defense,Air Force,Products,Firm Fixed Price,NULL,0,0,0,0,8462655147.0000,NULL
1992,2015-03-19 16:42:44.597,Defense,Air Force,Products,Fixed Price Incentive,NULL,0,0,0,0,4668949868.0000,NULL
1992,2015-03-19 16:42:44.597,Defense,Army,FRS&C,Cost No Fee,NULL,0,0,0,0,120376440.0000,NULL
1992,2015-03-19 16:42:44.597,Defense,Army,FRS&C,Cost Plus Award Fee,NULL,0,0,0,0,1363876514.0000,NULL
1992,2015-03-19 16:42:44.597,Defense,Army,FRS&C,Fixed Price with Economic Price Adjustment,NULL,0,0,0,0,106467618.0000,NULL
1992,2015-03-19 16:42:44.597,Defense,Army,FRS&C,Labor Hours,NULL,0,0,0,0,119674.0000,NULL
1992,2015-03-19 16:42:44.597,Defense,Army,ICT,Fixed Price Redetermination,NULL,0,0,0,0,1828695.0000,NULL
1992,2015-03-19 16:42:44.597,Defense,DLA,FRS&C,Fixed Price with Economic Price Adjustment,NULL,0,0,0,0,4285912.0000,NULL
1992,2015-03-19 16:42:44.597,Defense,DLA,ICT,Fixed Price Redetermination,NULL,0,0,0,0,95715.0000,NULL
1992,2015-03-19 16:42:44.597,Defense,Navy,ERS,Fixed Price Redetermination,NULL,0,0,0,0,27417869.0000,NULL
1992,2015-03-19 16:42:44.597,Defense,Navy,FRS&C,Firm Fixed Price,NULL,0,0,0,0,2834461154.0000,1
1992,2015-03-19 16:42:44.597,Defense,Navy,PAMS,Cost Plus Incentive,NULL,0,0,0,0,8960299.0000,NULL
1992,2015-03-19 16:42:44.597,Defense,Navy,PAMS,Fixed Price with Economic Price Adjustment,NULL,0,0,0,0,79229129.0000,NULL
1992,2015-03-19 16:42:44.597,Defense,Navy,Products,Fixed Price with Economic Price Adjustment,NULL,0,0,0,0,478613474.0000,NULL
1992,2015-03-19 16:42:44.597,Defense,Navy,Products,Labor Hours,NULL,0,0,0,0,889635.0000,NULL
1992,2015-03-19 16:42:44.597,Defense,Other DoD,ERS,Fixed Price with Economic Price Adjustment,NULL,0,0,0,0,598896.0000,NULL
1992,2015-03-19 16:42:44.597,Defense,Other DoD,ERS,Labor Hours,NULL,0,0,0,0,121622.0000,NULL
1992,2015-03-19 16:42:44.597,Defense,Other DoD,FRS&C,Cost Plus Award Fee,NULL,0,0,0,0,1344318.0000,NULL
1992,2015-03-19 16:42:44.597,Defense,Other DoD,FRS&C,Cost Plus Fixed Fee,NULL,0,0,0,0,206365.0000,NULL
1992,2015-03-19 16:42:44.597,Defense,Other DoD,ICT,Firm Fixed Price,NULL,0,0,0,0,376612235.0000,NULL
1992,2015-03-19 16:42:44.597,Defense,Other DoD,MED,Fixed Price Redetermination,NULL,0,0,0,0,166253435.0000,NULL
1992,2015-03-19 16:42:44.597,Defense,Other DoD,R&D,Cost Plus Incentive,NULL,0,0,0,0,21783853.0000,NULL
1993,2015-03-19 16:42:44.597,Defense,Air Force,ERS,Firm Fixed Price,NULL,0,0,0,0,865799515.0000,NULL
1993,2015-03-19 16:42:44.597,Defense,Air Force,FRS&C,Cost Plus Incentive,NULL,0,0,0,0,9207593.0000,NULL
1993,2015-03-19 16:42:44.597,Defense,Air Force,ICT,NULL,NULL,0,0,0,0,23712714.0000,NULL
1993,2015-03-19 16:42:44.597,Defense,Air Force,ICT,Time and Materials,NULL,0,0,0,0,53402673.0000,NULL
1993,2015-03-19 16:42:44.597,Defense,Air Force,MED,NULL,NULL,0,0,0,0,946432.0000,NULL
1993,2015-03-19 16:42:44.597,Defense,Air Force,PAMS,NULL,NULL,0,0,0,0,344133699.0000,NULL
1993,2015-03-19 16:42:44.597,Defense,Air Force,PAMS,Cost No Fee,NULL,0,0,0,0,49057609.0000,NULL
1993,2015-03-19 16:42:44.597,Defense,Air Force,PAMS,Cost Plus Award Fee,NULL,0,0,0,0,555486336.0000,NULL
1993,2015-03-19 16:42:44.597,Defense,Air Force,PAMS,Labor Hours,NULL,0,0,0,0,154282506.0000,NULL
1993,2015-03-19 16:42:44.597,Defense,Air Force,Products,Cost Plus Award Fee,NULL,0,0,0,0,519782386.0000,NULL
1993,2015-03-19 16:42:44.597,Defense,Air Force,Products,Cost Plus Fixed Fee,NULL,0,0,0,0,1185122800.0000,NULL
1993,2015-03-19 16:42:44.597,Defense,Air Force,R&D,Cost Sharing,NULL,0,0,0,0,60609440.0000,NULL
1993,2015-03-19 16:42:44.597,Defense,Air Force,R&D,Firm Fixed Price,NULL,0,0,0,0,1525157596.0000,NULL
1993,2015-03-19 16:42:44.597,Defense,Air Force,R&D,Fixed Price Incentive,NULL,0,0,0,0,2405525188.0000,NULL
1993,2015-03-19 16:42:44.597,Defense,Army,FRS&C,Fixed Price Incentive,NULL,0,0,0,0,133949.0000,NULL
